	0	0	0	0	0	0	11	0	0	0	0	11	0	0	0	0	0	0											0	0	0	11	0	0	0	0	0	0	0	0
	1	0	0	0	0	0	11	0	0	0	0	11	0	0	0	0	0	0											0	0	0	11	0	0	0	0	10	0	0	0
	2	0	0	0	0	0	11	0	0	0	0	11	0	0	3/Steal Data	0	0	0											0	3/Steal Data	0	11	0	0	0	0	10	3/Steal Data	0	0
	0	0	0	0	0	0	11	0	0	0	0	11	11	11	11	11	11	11											0	0	0	11	0	0	0	0	10	0	0	0
	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0											0	0	0	11	0	0	10	10	10	10	10	0
	11	11	11	11	11	11	11	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	11	11	11	11	0	0	0	0	10	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
0	0	0	0	0	0	0	0	0	0	20/l[(11,8),(2,8)][(2,8),(2,27)][(2,27),(11,27)][(11,27),(11,8)]	0	0	0	0	0	0	0	0	0	0	0	0	0	20/r[(25,8),(35,8)][(35,8),(35,2)][(35,2),(35,8)][(35,8),(25,8)]	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
0	0	10	10	10	10	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	10	10	10	0
0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	10	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	10	3/Steal Data	0	0												0	0	0	0	0	3/Steal Data	10	0	0	0
0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	10	0	0	0												0	0	0	0	0	0	10	0	0	0
0	0	10	10	10	10	10	10	10	0	0	0	0	10	10	10	10	10	10	10												0	0	0	0	10	10	10	10	10	0
0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	10	0	0	0												0	0	0	0	0	0	10	0	0	0
0	0	0	0	3/Steal Data	10	0	0	0	0	0	0	0	0	0	0	10	0	0	0												0	0	0	0	0	0	10	0	0	0
0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	10	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
0	0	10	10	10	10	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20/l[(40,17),(21,17)][(21,17),(40,17)]	0
0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	10	3/Steal Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					10	10	10	10	10	10	10	10	10
0	0	0	0	0	10	0	0	0	0	0	0	11	11	11	11	11								0	0	0						0	0	0	0	0	0	0	0	0
0	0	10	10	10	10	10	10	10	0	0	0	11	0	0	0	0																0	0	0	0	0	0	0	0	0
0	0	0	0	0	10	0	0	0	0	0	0	11	0	0	0	0																0	0	0	0	0	0	0	0	0
0	0	0	0	0	10	0	0	0	0	0	0	11	0	0	0	0																0	0	0	0	3/Steal Data	0	0	0	0
0	0	0	0	0	10	0	0	0	0	0	0	11	0	0	3/Steal Data	0																0	0	0	0	0	0	0	0	0
0	0	10	10	10	10	10	10	10	0	0	0	11	0	0	0	0																								
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0																								
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0																								
0	0	0	0	0	0	0	0	0	0	0	0	11	11	11	11	11																								
11	11	11	11	11	11	11	11	0	0	0	0																													
0	0	0	0	0	0	0	11	0	0	0	0																													
0	0	0	0	0	0	0	11	0	0	0	0																													
0	0	0	0	0	0	0	11	0	0	0	0																													
0	3/Steal Data	0	0	0	0	0																																		
